news_id,title
1,第四届潮汕国际纺织服装博览会盛大开幕
2,广州外贸动能充沛韧性十足
3,前2个月宁夏外贸开局良好 交出亮眼成绩单
4,宁南：桑树春耕正当时 产业发展新希望
5,生意社：宁波台化PTA装置动态
6,宁南县：从“一片桑叶”看多产业融合发展
7,03月19日恒力石化PTA为6700元
8,福建联通上线纺织行业大模型
9,欣龙控股：匠心铸品质 诚信赢口碑
10,中产协调研山东土工建筑材料行业
11,用新“织”就未来！夏津推动国际“政产学研用”深度融合
12,张国良：从车间里走出来的科学家
13,海铁直运助“河南造”皮革制品走出国门
14,瓶片PR期货每日行情表--郑州商品交易所(3.19)
15,短纤PF期货每日行情表--郑州商品交易所(3.19)
16,PTA期货每日行情表--郑州商品交易所(3.19)
17,中国纺联调研成都市新都区锦门非遗产业前景
18,79 位纺织非遗传承人上榜第六批国家级非遗代表性传承人名单
19,党政主官会见全国人大代表 为德安纺织产业带来怎样的“政策包”
20,第四届潮汕国际纺织服装博览会隆重开幕
21,全产业链革新！汕头纺织服装产业集群加快升级
22,生意社：3月19日逸盛石化PTA外盘价格动态
23,皮棉商品报价动态（2025-03-19）
24,生意社：截止3月18日PTA相关行业开工率汇总
25,03月19日逸盛大化PTA为4850元
26,03月19日逸盛大化PTA为4828元
27,03月19日斯尔邦石化丙烯腈为9380元
28,CAI：3月18日印度棉花到货量预估为81200包
29,03月19日安徽皮棉为15073元
30,03月19日河北皮棉为14907元
34,探寻纺织服装企业智能化转型的“破局密钥”，DeepSeek+主题演讲即将揭晓！
35,汕头纺织服装产业又一重要里程碑！中国针织面料市场（北区）开业
36,黄梅10个重点项目集中开工，纺织印染产业蓄势升级
37,金柯纺织高端羽绒面料制造项目进入设备安装阶段
38,3月20日生意社氨纶基准价为25125.00元/吨
39,3月20日生意社丙烯腈基准价为8683.33元/吨
40,3月20日生意社PTA基准价为4846.36元/吨
41,3月20日生意社涤纶DTY基准价为8456.25元/吨
42,3月20日生意社涤纶FDY基准价为7574.00元/吨
43,3月20日生意社涤纶POY基准价为7250.00元/吨
44,3月20日生意社皮棉基准价为14896.67元/吨
45,3月20日生意社棉纱21S基准价为22633.33元/吨
46,3月20日生意社棉纱32S基准价为24125.00元/吨
47,3月20日生意社锦纶FDY基准价为16725.00元/吨
48,3月20日生意社锦纶POY基准价为13725.00元/吨
49,3月20日生意社锦纶DTY基准价为16080.00元/吨
50,3月20日生意社粘胶短纤1.2D基准价为13600.00元/吨
51,3月20日生意社32S涤纶纱基准价为11925.00元/吨
52,3月20日生意社涤纶短纤基准价为6968.33元/吨
53,3月20日生意社人棉纱基准价为17550.00元/吨
54,03月20日逸盛大化PTA为4900元
55,03月20日恒力石化PTA为4900元
56,3月19日生意社生丝指数为141.17
57,3月19日生意社人棉纱指数为85.61
58,3月19日生意社PTA指数为47.51
